id,valenceE,response.keys,rt,rtms,logrt,trial,word,prom.v
205,-0.5,up,0.910298824,910.298824,6.813772924,5,messy,4.2
205,0.5,down,0.694205999,694.205999,6.542768745,6,tidy,4.2
205,0.5,down,1.059420109,1059.420109,6.96547697,7,thrifty,4.2
205,0.5,up,0.693953991,693.953991,6.542405663,8,wise,4.2
205,0.5,up,0.624419928,624.419928,6.436823104,9,enthusiastic,4.2
205,0.5,up,0.493678093,493.678093,6.201883671,10,proud,4.2
205,-0.5,down,1.02561903,1025.61903,6.933051641,11,inhibited,4.2
205,0.5,up,0.591995955,591.995955,6.383499802,12,trusting,4.2
205,-0.5,down,0.860255003,860.255003,6.75722886,13,tense,4.2
205,0.5,up,0.558450937,558.450937,6.325166767,14,brilliant,4.2
205,0.5,up,0.659235001,659.235001,6.491080073,15,artistic,4.2
205,0.5,up,0.608848095,608.848095,6.411568803,16,inventive,4.2
205,-0.5,down,0.72619009,726.19009,6.587811813,17,timid,4.2
205,0.5,up,0.658960104,658.960104,6.490662992,18,ambitious,4.2
205,-0.5,up,0.959417105,959.417105,6.866325918,19,anxious,4.2
205,-0.5,down,0.975620031,975.620031,6.883073198,20,insecure,4.2
205,0.5,up,0.608618021,608.618021,6.411190848,21,talented,4.2
205,-0.5,down,0.609812975,609.812975,6.413152312,22,boring,4.2
205,-0.5,up,0.825910091,825.910091,6.716485919,23,stubborn,4.2
205,0.5,down,1.192785978,1192.785978,7.084047008,24,orderly,4.2
205,-0.5,down,1.159035206,1159.035206,7.055343219,25,childish,4.2
205,0.5,up,0.673360825,673.360825,6.51228133,26,confident,4.2
205,-0.5,down,0.742149115,742.149115,6.609550187,27,gullible,4.2
205,-0.5,down,0.959029198,959.029198,6.865921521,28,forgetful,4.2
205,-0.5,down,0.825516939,825.516939,6.716009783,29,withdrawn,4.2
205,0.5,up,0.625952959,625.952959,6.439275223,30,outgoing,4.2
205,-0.5,up,0.608275175,608.275175,6.41062737,31,impulsive,4.2
205,-0.5,down,0.677009106,677.009106,6.517684723,32,moody,4.2
205,-0.5,down,0.675136089,675.136089,6.514914284,33,irritable,4.2
205,-0.5,down,0.742599964,742.599964,6.610157493,34,worrying,4.2
205,0.5,down,0.843481064,843.481064,6.737537452,35,tender,4.2
205,-0.5,down,1.109861851,1109.861851,7.011990828,36,clumsy,4.2
205,-0.5,down,0.875087023,875.087023,6.774323336,37,antisocial,4.2
205,-0.5,up,1.476138115,1476.138115,7.297184575,38,cynical,4.2
205,0.5,down,0.743746042,743.746042,6.611699635,39,neat,4.2
205,0.5,down,0.858274937,858.274937,6.754924488,40,disciplined,4.2
206,0.5,up,1.692242146,1692.242146,7.433809642,1,inventive,3.8
206,0.5,up,1.107909918,1107.909918,7.010230563,2,persistent,3.8
206,0.5,up,0.777783155,777.783155,6.656447764,3,wise,3.8
206,0.5,up,0.543775082,543.775082,6.298535709,4,proud,3.8
206,-0.5,up,1.010191917,1010.191917,6.917895609,5,timid,3.8
206,0.5,up,0.758888006,758.888006,6.631854212,6,confident,3.8
206,-0.5,down,1.775093079,1775.093079,7.481608139,7,antisocial,3.8
206,-0.5,up,1.226480961,1226.480961,7.111904341,8,tense,3.8
206,0.5,up,0.991919041,991.919041,6.899641492,9,idealistic,3.8
206,0.5,up,1.992902994,1992.902994,7.597347646,10,orderly,3.8
206,0.5,up,0.958047867,958.047867,6.864897742,11,disciplined,3.8
206,-0.5,down,2.393347025,2393.347025,7.780448094,12,moody,3.8
206,-0.5,up,2.075634956,2075.634956,7.638022389,13,worrying,3.8
206,0.5,NA,NA,NA,NA,14,thrifty,3.8
206,-0.5,down,1.426523209,1426.523209,7.26299544,15,clumsy,3.8
206,0.5,down,1.325443029,1325.443029,7.189502044,16,brilliant,3.8
206,-0.5,down,1.342103958,1342.103958,7.20199378,17,irritable,3.8
206,0.5,up,1.260746002,1260.746002,7.13945889,18,tidy,3.8
206,0.5,up,2.057298899,2057.298899,7.629149187,19,enthusiastic,3.8
206,-0.5,down,1.209676027,1209.676027,7.098107856,20,messy,3.8
206,0.5,up,0.958747864,958.747864,6.865628125,21,ambitious,3.8
206,-0.5,up,1.02580905,1025.80905,6.933236897,22,stubborn,3.8
206,0.5,up,1.325829983,1325.829983,7.189793945,23,artistic,3.8
206,-0.5,down,1.875941992,1875.941992,7.536866208,24,gullible,3.8
206,-0.5,up,1.142789125,1142.789125,7.041227154,25,cynical,3.8
206,-0.5,up,0.957433939,957.433939,6.864256725,26,fearful,3.8
206,-0.5,up,0.808756113,808.756113,6.695497404,27,impulsive,3.8
206,-0.5,up,1.208849907,1208.849907,7.097424697,28,withdrawn,3.8
206,0.5,up,0.644442081,644.442081,6.468384952,29,neat,3.8
206,-0.5,up,1.575773001,1575.773001,7.362501225,30,childish,3.8
206,-0.5,up,0.992838144,992.838144,6.900567654,31,anxious,3.8
206,0.5,up,1.99169302,1991.69302,7.59674032,32,courageous,3.8
206,-0.5,up,1.075459003,1075.459003,6.980502829,33,insecure,3.8
206,0.5,down,2.359774828,2359.774828,7.766321482,34,tender,3.8
206,-0.5,NA,NA,NA,NA,35,inhibited,3.8
206,0.5,down,2.109028101,2109.028101,7.653982505,36,talented,3.8
206,0.5,up,0.992624998,992.624998,6.900352947,37,trusting,3.8
206,-0.5,down,1.975251913,1975.251913,7.58845122,38,forgetful,3.8
206,-0.5,down,1.376128912,1376.128912,7.2270297,39,boring,3.8
206,0.5,up,1.775929213,1775.929213,7.482079065,40,outgoing,3.8
207,-0.5,up,1.343882084,1343.882084,7.203317782,1,tense,2.4
207,0.5,up,0.74296999,742.96999,6.610655654,2,orderly,2.4
207,-0.5,down,1.291796923,1291.796923,7.163789492,3,irritable,2.4
207,-0.5,up,0.892853022,892.853022,6.794421978,4,cynical,2.4
207,0.5,up,1.308094025,1308.094025,7.176326414,5,disciplined,2.4
207,0.5,down,0.909583092,909.583092,6.812986354,6,thrifty,2.4
207,-0.5,down,0.959226847,959.226847,6.866127592,7,gullible,2.4
207,-0.5,down,1.493531942,1493.531942,7.308899025,8,messy,2.4
207,-0.5,down,1.125853062,1125.853062,7.026296305,9,fearful,2.4
207,0.5,down,0.825963974,825.963974,6.716551158,10,outgoing,2.4
207,0.5,up,1.425610065,1425.610065,7.262355117,11,trusting,2.4
207,-0.5,down,1.87605691,1876.05691,7.536927465,12,anxious,2.4
207,-0.5,down,1.225747108,1225.747108,7.111305821,13,worrying,2.4
207,-0.5,up,1.025372982,1025.372982,6.93281171,14,inhibited,2.4
207,0.5,down,1.027295113,1027.295113,6.934684523,15,tidy,2.4
207,-0.5,up,1.009133101,1009.133101,6.916846925,16,childish,2.4
207,0.5,up,1.209666967,1209.666967,7.098100367,17,tender,2.4
207,-0.5,up,1.375742912,1375.742912,7.226749164,18,stubborn,2.4
207,-0.5,down,0.759648085,759.648085,6.63285528,19,moody,2.4
207,0.5,up,1.558882952,1558.882952,7.351724787,20,inventive,2.4
207,-0.5,up,0.975054979,975.054979,6.882493858,21,forgetful,2.4
207,0.5,up,1.094177008,1094.177008,6.997757769,22,neat,2.4
207,0.5,up,1.393516064,1393.516064,7.239585375,23,proud,2.4
207,0.5,down,1.808756113,1808.756113,7.500394658,24,brilliant,2.4
207,-0.5,NA,NA,NA,NA,25,impulsive,2.4
207,-0.5,up,1.42624712,1426.24712,7.262801882,26,boring,2.4
207,-0.5,up,0.806234837,806.234837,6.692375061,27,antisocial,2.4
207,-0.5,up,0.827190876,827.190876,6.718035474,28,timid,2.4
207,0.5,down,1.108925104,1108.925104,7.01114645,29,confident,2.4
207,0.5,down,1.342428923,1342.428923,7.202235881,30,talented,2.4
207,0.5,up,1.32770896,1327.70896,7.191210149,31,wise,2.4
207,0.5,down,1.491785049,1491.785049,7.307728701,32,idealistic,2.4
207,0.5,down,0.709349871,709.349871,6.564348876,33,artistic,2.4
207,0.5,down,1.724634886,1724.634886,7.452770647,34,courageous,2.4
207,0.5,up,1.042338848,1042.338848,6.949222359,35,ambitious,2.4
207,0.5,down,0.874420166,874.420166,6.773560999,36,enthusiastic,2.4
207,0.5,down,1.441871881,1441.871881,7.273697466,37,persistent,2.4
207,-0.5,up,1.026082993,1026.082993,6.933503912,38,insecure,2.4
207,-0.5,up,1.393231869,1393.231869,7.239381413,39,clumsy,2.4
207,-0.5,up,0.775135994,775.135994,6.65303849,40,withdrawn,2.4
208,0.5,up,0.692425966,692.425966,6.540201324,1,ambitious,3.8
208,-0.5,down,0.909203053,909.203053,6.81256845,2,worrying,3.8
208,0.5,up,0.675431013,675.431013,6.515351025,3,confident,3.8
208,0.5,up,0.726346016,726.346016,6.588026507,4,orderly,3.8
208,-0.5,down,1.009576797,1009.576797,6.917286509,5,anxious,3.8
208,0.5,up,0.858274221,858.274221,6.754923653,6,courageous,3.8
208,0.5,up,0.57754302,577.54302,6.358782933,7,wise,3.8
208,0.5,down,1.39399004,1393.99004,7.239925446,8,neat,3.8
208,0.5,up,0.675653934,675.653934,6.515681013,9,brilliant,3.8
208,0.5,up,0.609398842,609.398842,6.412472966,10,trusting,3.8
208,0.5,down,1.042484999,1042.484999,6.949362564,11,artistic,3.8
208,-0.5,up,1.508887053,1508.887053,7.319127607,12,inhibited,3.8
208,-0.5,down,1.393176079,1393.176079,7.239341369,13,boring,3.8
208,0.5,up,0.808970928,808.970928,6.695762981,14,outgoing,3.8
208,-0.5,up,1.042997122,1042.997122,6.949853696,15,cynical,3.8
208,-0.5,up,1.808999062,1808.999062,7.500528967,16,insecure,3.8
208,-0.5,down,1.04351306,1043.51306,6.950348242,17,moody,3.8
208,-0.5,up,1.559073925,1559.073925,7.351847286,18,childish,3.8
208,-0.5,down,1.042222977,1042.222977,6.949111189,19,irritable,3.8
208,-0.5,down,2.359529018,2359.529018,7.766217309,20,messy,3.8
208,0.5,up,0.691537142,691.537142,6.538916862,21,disciplined,3.8
208,-0.5,up,1.343027115,1343.027115,7.202681386,22,clumsy,3.8
208,0.5,up,0.71031785,710.31785,6.565712546,23,proud,3.8
208,0.5,down,1.325147867,1325.147867,7.18927933,24,idealistic,3.8
208,-0.5,down,1.692265034,1692.265034,7.433823167,25,forgetful,3.8
208,-0.5,up,1.473322153,1473.322153,7.295275098,26,withdrawn,3.8
208,-0.5,up,1.342444897,1342.444897,7.20224778,27,stubborn,3.8
208,0.5,down,1.177889824,1177.889824,7.071479832,28,tidy,3.8
208,0.5,down,1.425717831,1425.717831,7.262430707,29,talented,3.8
208,-0.5,down,1.609220028,1609.220028,7.383504886,30,gullible,3.8
208,-0.5,down,1.29352212,1293.52212,7.165124102,31,timid,3.8
208,-0.5,down,1.576267958,1576.267958,7.36281528,32,tense,3.8
208,0.5,up,1.042336941,1042.336941,6.94922053,33,thrifty,3.8
208,-0.5,down,1.425136805,1425.136805,7.262023092,34,antisocial,3.8
208,-0.5,down,1.525610924,1525.610924,7.330150215,35,impulsive,3.8
208,0.5,up,1.725358963,1725.358963,7.453190402,36,inventive,3.8
208,0.5,up,0.825052023,825.052023,6.715446443,37,persistent,3.8
208,-0.5,down,0.776310921,776.310921,6.654553111,38,fearful,3.8
208,0.5,down,1.109466076,1109.466076,7.011634166,39,tender,3.8
208,0.5,up,1.174496889,1174.496889,7.068595155,40,enthusiastic,3.8
209,0.5,up,1.974887133,1974.887133,7.588266528,1,idealistic,3.4
209,0.5,up,1.526073933,1526.073933,7.33045366,2,tender,3.4
209,-0.5,down,1.009165049,1009.165049,6.916878584,3,gullible,3.4
209,0.5,up,0.860822201,860.822201,6.75788798,4,tidy,3.4
209,-0.5,down,0.793314934,793.314934,6.676220285,5,clumsy,3.4
209,0.5,down,0.911088228,911.088228,6.81463974,6,wise,3.4
209,-0.5,down,0.776873827,776.873827,6.655277952,7,messy,3.4
209,-0.5,down,0.776567221,776.567221,6.654883208,8,moody,3.4
209,0.5,up,1.508433104,1508.433104,7.318826712,9,courageous,3.4
209,0.5,down,1.258821011,1258.821011,7.137930856,10,ambitious,3.4
209,-0.5,down,0.792057037,792.057037,6.674633406,11,forgetful,3.4
209,-0.5,up,1.342412949,1342.412949,7.202223982,12,insecure,3.4
209,0.5,down,1.109182835,1109.182835,7.011378839,13,outgoing,3.4
209,-0.5,down,0.791896105,791.896105,6.674430203,14,impulsive,3.4
209,-0.5,up,1.526469946,1526.469946,7.330713124,15,boring,3.4
209,0.5,up,0.744368076,744.368076,6.612535638,16,neat,3.4
209,-0.5,up,1.326133013,1326.133013,7.190022477,17,cynical,3.4
209,-0.5,down,1.676575899,1676.575899,7.424508837,18,tense,3.4
209,-0.5,down,1.292582989,1292.582989,7.164397812,19,stubborn,3.4
209,0.5,down,1.207241058,1207.241058,7.096092918,20,enthusiastic,3.4
209,0.5,down,1.775550127,1775.550127,7.481865585,21,confident,3.4
209,0.5,down,0.842138052,842.138052,6.735943958,22,inventive,3.4
209,-0.5,up,1.709336042,1709.336042,7.443860295,23,anxious,3.4
209,0.5,down,1.560023069,1560.023069,7.352455888,24,proud,3.4
209,-0.5,down,0.909039974,909.039974,6.812389069,25,childish,3.4
209,-0.5,down,1.991183043,1991.183043,7.596484235,26,timid,3.4
209,0.5,down,0.942145109,942.145109,6.848159306,27,brilliant,3.4
209,0.5,up,1.191556931,1191.556931,7.083016076,28,disciplined,3.4
209,0.5,down,0.742496014,742.496014,6.610017502,29,artistic,3.4
209,-0.5,NA,NA,NA,NA,30,worrying,3.4
209,-0.5,down,0.80882597,808.82597,6.695583776,31,irritable,3.4
209,-0.5,down,0.809678078,809.678078,6.696636734,32,fearful,3.4
209,-0.5,down,1.041419983,1041.419983,6.948340429,33,antisocial,3.4
209,0.5,down,1.609150887,1609.150887,7.383461919,34,trusting,3.4
209,0.5,up,0.842427969,842.427969,6.736288162,35,orderly,3.4
209,0.5,down,0.792708874,792.708874,6.675456034,36,talented,3.4
209,-0.5,up,1.408808947,1408.808947,7.250499908,37,withdrawn,3.4
209,0.5,up,0.958498001,958.498001,6.865367477,38,persistent,3.4
209,0.5,up,1.42575407,1425.75407,7.262456125,39,thrifty,3.4
209,-0.5,up,1.892108917,1892.108917,7.545447315,40,inhibited,3.4
210,0.5,up,0.574848175,574.848175,6.354105962,1,enthusiastic,3.8
210,-0.5,up,0.743468046,743.468046,6.611325787,2,moody,3.8
210,0.5,up,0.724698067,724.698067,6.585755109,3,inventive,3.8
210,0.5,up,0.493405104,493.405104,6.201330549,4,tender,3.8
210,0.5,up,0.55924511,559.24511,6.326587856,5,trusting,3.8
210,-0.5,up,0.642216921,642.216921,6.46492613,6,forgetful,3.8
210,0.5,up,1.010924816,1010.924816,6.91862085,7,tidy,3.8
210,0.5,up,0.741193056,741.193056,6.608261126,8,persistent,3.8
210,-0.5,up,0.959150076,959.150076,6.866047555,9,gullible,3.8
210,-0.5,up,0.642423153,642.423153,6.465247203,10,insecure,3.8
210,-0.5,up,0.892216921,892.216921,6.793709288,11,inhibited,3.8
210,-0.5,down,0.875597954,875.597954,6.774907029,12,withdrawn,3.8
210,0.5,up,0.894318819,894.318819,6.796062332,13,neat,3.8
210,0.5,up,0.992321014,992.321014,6.900046658,14,artistic,3.8
210,-0.5,up,0.776267052,776.267052,6.6544966,15,cynical,3.8
210,-0.5,down,0.826956987,826.956987,6.717752683,16,messy,3.8
210,0.5,up,0.94282794,942.82794,6.848883806,17,thrifty,3.8
210,0.5,up,0.675505877,675.505877,6.515461858,18,confident,3.8
210,-0.5,up,0.67541194,675.41194,6.515322786,19,irritable,3.8
210,0.5,up,0.675139904,675.139904,6.514919935,20,ambitious,3.8
210,-0.5,down,0.825103045,825.103045,6.715508282,21,antisocial,3.8
210,0.5,up,0.593598843,593.598843,6.386203743,22,proud,3.8
210,-0.5,down,0.743353128,743.353128,6.611171205,23,timid,3.8
210,0.5,down,0.925100088,925.100088,6.829901935,24,idealistic,3.8
210,-0.5,up,1.042363882,1042.363882,6.949246376,25,childish,3.8
210,0.5,down,0.889378071,889.378071,6.790522422,26,disciplined,3.8
210,0.5,up,0.575269938,575.269938,6.354839388,27,courageous,3.8
210,-0.5,down,0.859935999,859.935999,6.756857967,28,boring,3.8
210,-0.5,down,1.010284185,1010.284185,6.917986942,29,tense,3.8
210,-0.5,down,0.67595005,675.95005,6.516119183,30,stubborn,3.8
210,-0.5,down,0.743194103,743.194103,6.610957253,31,clumsy,3.8
210,0.5,up,0.858911991,858.911991,6.755666462,32,brilliant,3.8
210,0.5,up,0.725353956,725.353956,6.586659751,33,talented,3.8
210,-0.5,down,0.892910004,892.910004,6.794485796,34,anxious,3.8
210,-0.5,down,0.742726088,742.726088,6.61032732,35,worrying,3.8
210,0.5,down,0.877803087,877.803087,6.777422294,36,wise,3.8
210,-0.5,down,0.959407091,959.407091,6.86631548,37,fearful,3.8
210,-0.5,down,0.842167139,842.167139,6.735978497,38,impulsive,3.8
210,0.5,up,0.608871937,608.871937,6.411607962,39,outgoing,3.8
210,0.5,down,0.876199007,876.199007,6.775593242,40,orderly,3.8
212,0.5,up,0.75917697,759.17697,6.632234912,1,confident,3.6
212,-0.5,down,1.258344889,1258.344889,7.137552556,2,irritable,3.6
212,-0.5,down,1.109078884,1109.078884,7.011285116,3,insecure,3.6
212,-0.5,up,1.660128832,1660.128832,7.414650488,4,moody,3.6
212,-0.5,down,1.709378958,1709.378958,7.443885401,5,cynical,3.6
212,-0.5,up,1.476336002,1476.336002,7.297318623,6,timid,3.6
212,0.5,up,0.777848959,777.848959,6.656532365,7,neat,3.6
212,0.5,up,1.309538126,1309.538126,7.177429778,8,tender,3.6
212,-0.5,down,1.692284107,1692.284107,7.433834438,9,impulsive,3.6
212,-0.5,up,0.925904036,925.904036,6.830770596,10,childish,3.6
212,0.5,up,1.02474308,1024.74308,6.932197206,11,persistent,3.6
212,0.5,up,0.677700043,677.700043,6.518704776,12,tidy,3.6
212,0.5,down,1.1101439,1110.1439,7.012244926,13,proud,3.6
212,0.5,down,1.307646036,1307.646036,7.175983881,14,disciplined,3.6
212,0.5,up,0.825507164,825.507164,6.715997942,15,artistic,3.6
212,0.5,down,1.376003981,1376.003981,7.226938912,16,orderly,3.6
212,-0.5,down,1.392504931,1392.504931,7.238859513,17,stubborn,3.6
212,0.5,up,0.759136915,759.136915,6.63218215,18,outgoing,3.6
212,0.5,up,0.842518806,842.518806,6.736395984,19,trusting,3.6
212,-0.5,up,1.108591795,1108.591795,7.010845836,20,forgetful,3.6
212,0.5,up,1.775488853,1775.488853,7.481831074,21,inventive,3.6
212,0.5,down,1.442805052,1442.805052,7.274344451,22,thrifty,3.6
212,0.5,up,1.324878931,1324.878931,7.189076361,23,ambitious,3.6
212,-0.5,down,1.158992052,1158.992052,7.055305986,24,gullible,3.6
212,-0.5,up,1.210129023,1210.129023,7.098482263,25,messy,3.6
212,-0.5,up,1.723716974,1723.716974,7.45223827,26,worrying,3.6
212,-0.5,down,1.325227022,1325.227022,7.189339061,27,antisocial,3.6
212,-0.5,NA,NA,NA,NA,28,withdrawn,3.6
212,-0.5,down,0.993062973,993.062973,6.900794079,29,boring,3.6
212,0.5,up,0.710990906,710.990906,6.566659639,30,wise,3.6
212,-0.5,down,0.909888983,909.888983,6.813322595,31,clumsy,3.6
